index,disease_name,description,Possible Steps,image_url
10,Corn : Northern Leaf Blight (మొక్కజొన్న: ఉత్తర ఆకు ముడత),"ఉత్తర మొక్కజొన్న ఆకు ముడత (ఎన్‌సిఎల్‌బి) సెటోస్ఫేరియా తుర్సికా ఫంగస్ వల్ల వస్తుంది.లక్షణాలు సాధారణంగా దిగువ ఆకులపై మొదట కనిపిస్తాయి.ఆకు గాయాలు పొడవుగా ఉంటాయి (1 నుండి 6 అంగుళాలు) మరియు మొదట దీర్ఘవృత్తాకార, బూడిద-ఆకుపచ్చ కాని తరువాత లేత బూడిద లేదా తాన్ అవుతాయి.తేమ పరిస్థితులలో, ముదురు బూడిద బీజాంశం ఉత్పత్తి అవుతుంది, సాధారణంగా దిగువ ఆకు ఉపరితలంపై, ఇది గాయాలకు ""మురికి"" బూడిద రంగు రూపాన్ని ఇస్తుంది.తీవ్రంగా మురికిగా ఉన్న మొక్కలపై మొత్తం ఆకులు చనిపోతాయి, కాబట్టి వ్యక్తిగత గాయాలు కనిపించవు.చెవుల బయటి us కపై గాయాలు సంభవించవచ్చు, కాని కెర్నలు సోకవు.ఫంగస్‌కు నిరోధకత కోసం హెచ్‌టి జన్యువును కలిగి ఉన్న హైబ్రిడ్‌లపై, గాయాలు చిన్నవి, క్లోరోటిక్ మరియు సరళ గీతలుగా అభివృద్ధి చెందుతాయి.ఈ గాయాలు చాలా అరుదుగా బీజాంశాలను ఉత్పత్తి చేస్తాయి.","శిలీంద్ర సంహారిణి అనువర్తనాలు ఉత్తర మొక్కజొన్న ఆకు ముడత నష్టం మరియు రక్షిత దిగుబడిని తగ్గించాయి.మొక్కజొన్న హైబ్రిడ్లలో దిగుబడిని తగ్గించడంలో శిలీంద్ర సంహారిణి విలువ ఎక్కువగా ఉంది.వ్యాధి ప్రారంభంలో అవి వర్తింపజేస్తే శిలీంద్ర సంహారిణి చాలా ప్రభావవంతంగా ఉంటుంది.వ్యాధి ప్రారంభం వృద్ధి దశలలో మారుతూ ఉంటుంది, కాబట్టి శిలీంద్రనాశకాలను వర్తించే ఉత్తమ దశ.",https://crop-protection-network.s3.amazonaws.com/articles/NLB-Daren-Mueller-02.jpg
11,Corn : Healthy (మొక్కజొన్న: ఆరోగ్యకరమైన),"మొక్కజొన్న మొక్కలు రాత్రి సమయంలో 75 నుండి 80 డిగ్రీల ఎఫ్ మరియు 65 నుండి 70 డిగ్రీల ఎఫ్ పగటి ఉష్ణోగ్రతను ఇష్టపడతాయి.మట్టిని స్థిరంగా తేమగా ఉంచాలి, కాని పొగమంచు కాదు మరియు వారికి ప్రతి 6 నెలలకు మాత్రమే ఎరువులు అవసరం.డ్రాకేనా తక్కువ కాంతి పరిస్థితులను తీసుకోగలిగినప్పటికీ, ప్రకాశవంతమైన కానీ పరోక్ష కాంతిలో ఉంచినప్పుడు అవి ఉత్తమంగా చేస్తాయి. ఇది ఒక మొక్క కొన్ని పసుపు ఆకులను ఉత్పత్తి చేయడం సహజం, దాని గురించి భయపడటానికి ఏమీ లేదు. ఇది చాలా పసుపు ఆకులను ఒకేసారి ఉత్పత్తి చేస్తే, ఒకేసారి ఒకేసారి ఉత్పత్తి చేస్తే, మీరు ఓవర్-వాటరింగ్ కావచ్చు లేదా మొక్క కాంతి లేకపోవడం వల్ల బాధపడవచ్చు.","మొక్కజొన్న అనేక ఆరోగ్య ప్రయోజనాలను కలిగి ఉంది.అధిక ఫైబర్ కంటెంట్ కారణంగా, ఇది జీర్ణక్రియకు సహాయపడుతుంది.ఇది విలువైన బి విటమిన్లు కూడా కలిగి ఉంది, ఇవి మీ మొత్తం ఆరోగ్యానికి ముఖ్యమైనవి.మొక్కజొన్న మన శరీరానికి జింక్, మెగ్నీషియం, రాగి, ఇనుము మరియు మాంగనీస్ వంటి ముఖ్యమైన ఖనిజాలను కూడా అందిస్తుంది.",https://c8.alamy.com/comp/A85TR2/young-healthy-green-leaves-of-corn-maize-plant-in-pretty-unfolding-A85TR2.jpg
12,Grape : Black Rot (ద్రాక్ష: నల్ల తెగులు),"ద్రాక్ష నల్ల తెగులు అనేది అస్కోమైసెటస్ ఫంగస్, గిగ్నార్డియా బిడ్వెల్లి వల్ల కలిగే ఫంగల్ వ్యాధి, ఇది వేడి మరియు తేమతో కూడిన వాతావరణంలో ద్రాక్ష తీగలపై దాడి చేస్తుంది.""గ్రేప్ బ్లాక్ రాట్ తూర్పు ఉత్తర అమెరికాలో ఉద్భవించింది, కానీ ఇప్పుడు యూరప్, దక్షిణ అమెరికా మరియు ఆసియా భాగాలలో సంభవిస్తుంది.ఇది వెచ్చని, తేమతో కూడిన వాతావరణంలో పూర్తి పంట నష్టాన్ని కలిగిస్తుంది, కానీ శుష్క వేసవి ఉన్న ప్రాంతాలలో వాస్తవంగా తెలియదు. ”ఈ పేరు నల్ల అంచు నుండి వచ్చింది, ఇది ఆకులపై గోధుమ రంగు పాచెస్ పెరుగుతుంది.ఈ వ్యాధి మొక్క యొక్క ఇతర భాగాలపై కూడా దాడి చేస్తుంది, “వైన్ యొక్క అన్ని ఆకుపచ్చ భాగాలు: రెమ్మలు, ఆకు మరియు పండ్ల కాండం, టెండ్రిల్స్ మరియు పండ్లు.పండ్లకు చాలా హానికరమైన ప్రభావం ఉంటుంది ”",మాన్‌కోజెబ్ బోనిడ్ మాన్‌కోజెబ్ ఫ్లోబుల్ శిలీంద్ర సంహారిణిగా లభిస్తుంది.ఇది 37% మాన్‌కోజెబ్‌ను కలిగి ఉంది మరియు నల్ల తెగులును నియంత్రించడానికి చాలా ప్రభావవంతంగా ఉండాలి.నోవా (మైక్లోబుటానిల్) ఇమ్యునోక్స్ శిలీంద్ర సంహారిణిలో లభిస్తుంది.ఇది 1.55 % మైక్లోబుటానిల్ మరియు నల్ల తెగులును నియంత్రించడానికి ప్రభావవంతంగా ఉండాలి.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Guignardia_bidwellii_08.jpg/330px-Guignardia_bidwellii_08.jpg
13,Grape : Esca | Black Measles (గ్రేప్: ఎస్కా |బ్లాక్ మీజిల్స్),"ఎస్కా, బ్లాక్ మీజిల్స్ లేదా స్పానిష్ మీజిల్స్ అని కూడా పిలువబడే గ్రేప్‌విన్ మీజిల్స్, ద్రాక్ష సాగుదారులను దాని యొక్క నిగూ graptions లక్షణాల యొక్క నిగూ with హించిన వ్యక్తీకరణతో మరియు చాలా కాలంగా, గుర్తించదగిన కారణ జీవి (లు) లేకపోవడం.‘మీజిల్స్’ అనే పేరు పండ్ల మీద కనిపించే ఉపరితల మచ్చలను సూచిస్తుంది (Fig. 1).సీజన్లో, మచ్చలు చర్మ ఉపరితలంపై కలిసి ఉండవచ్చు, బెర్రీలు కనిపిస్తాయి.పండ్ల సమితి మరియు పంటకు కొన్ని రోజుల ముందు ఎప్పుడైనా స్పాటింగ్ అభివృద్ధి చెందుతుంది.పండ్ల సెట్ వద్ద ప్రభావితమైన బెర్రీలు పరిపక్వం చెందవు మరియు మెరిసిపోతాయి మరియు ఎండిపోతాయి.స్పాటింగ్‌తో పాటు, సీజన్ తరువాత ప్రభావితమైన పండ్లు కూడా తీవ్రమైన రుచిని కలిగి ఉంటాయి. ఇన్ఫెక్షన్లు సంవత్సరానికి తీవ్రంగా ఉన్నప్పుడు ‘టైగర్ స్ట్రిప్’ నమూనా (ఫిగ్ 2-బాటమ్ లీఫ్) ద్వారా లక్షణాలు వర్గీకరించబడతాయి.తేలికపాటి అంటువ్యాధులు ఆకు లక్షణాలను (Fig. 2-అప్పర్ ఆకు) ఉత్పత్తి చేస్తాయి, ఇవి ఇతర వ్యాధులు లేదా పోషక లోపాలతో గందరగోళం చెందుతాయి.తెల్లని సాగులను క్లోరోసిస్ యొక్క ప్రాంతాలను ప్రదర్శిస్తాయి, తరువాత నెక్రోసిస్, ఎర్ర సాగులను ఎరుపు ప్రాంతాలు కలిగి ఉంటాయి, తరువాత నెక్రోసిస్ ఉంటుంది.వసంత early తువు లక్షణాలు షూట్ చిట్కా డైబ్యాక్, ఆకు రంగు పాలిపోవటం మరియు తీవ్రమైన సందర్భాల్లో పూర్తి విడదీయడం.","ఈ వ్యాధిని నియంత్రించడానికి ఈ రోజు వరకు సమర్థవంతమైన పద్ధతి లేదు.సోకిన బెర్రీలు, ఆకులు మరియు ట్రంక్ తీసివేసి వాటిని నాశనం చేయండి.గాయం సీలెంట్ (యాక్రిలిక్ పెయింట్‌లో 5% బోరిక్ ఆమ్లం) లేదా ముఖ్యమైన నూనె లేదా తగిన శిలీంద్రనాశకాలను ఉపయోగించి ఫంగల్ సంక్రమణను తగ్గించడానికి ఎండుద్రాక్ష గాయాలను రక్షించండి.",https://www.researchgate.net/profile/Laura-Mugnai/publication/43161073/figure/fig1/AS:340404659605512@1458170203496/Symptoms-associated-with-esca-of-grapevine-chlorosis-and-necrosis-on-the-leaves-showing_Q320.jpg
14,Grape : Leaf Blight | Isariopsis Leaf Spot (ద్రాక్ష: ఆకు ముడత |ఇసారియోప్సిస్ లీఫ్ స్పాట్),"ఫంగస్ ఒక ఆబ్లిగేట్ పాథోజెన్, ఇది వైన్ యొక్క అన్ని ఆకుపచ్చ భాగాలపై దాడి చేస్తుంది.
ఈ వ్యాధి యొక్క లక్షణాలు తరచుగా బూజుతో ఉన్న వాటితో గందరగోళానికి గురవుతాయి.సోకిన ఆకులు లేత పసుపు-ఆకుపచ్చ గాయాలను అభివృద్ధి చేస్తాయి, ఇవి క్రమంగా గోధుమ రంగులోకి మారుతాయి.తీవ్రంగా సోకిన ఆకులు తరచూ అకాలంగా వస్తాయి. సోకిన పెటియోల్స్, టెండ్రిల్స్ మరియు రెమ్మలు తరచుగా వంకరగా ఉంటాయి, గొర్రెల కాపరి యొక్క వంకరను అభివృద్ధి చేస్తాయి మరియు చివరికి గోధుమ రంగులోకి వెళ్లి చనిపోతాయి.
యువ బెర్రీలు సంక్రమణకు ఎక్కువగా గురవుతాయి మరియు తరచుగా ఫంగస్ యొక్క తెల్లటి ఫలాలు కాస్తాయి.తెల్ల సాగు యొక్క సోకిన పాత బెర్రీలు నీరసమైన బూడిద-ఆకుపచ్చగా మారవచ్చు, అయితే నల్ల సాగులను పింక్ ఎరుపు రంగులోకి మారుస్తాయి.","ఐనోక్యులమ్ స్థాయిలను తగ్గించడానికి నిద్రాణమైన స్ప్రేలను వర్తించండి.
దాన్ని కత్తిరించండి.
ఆ పందిరిని తెరవండి.
మీ రక్షణను తగ్గించవద్దు.
స్కౌట్ ప్రారంభంలో, తరచుగా స్కౌట్.
రక్షిత మరియు దైహిక శిలీంద్రనాశకాలను ఉపయోగించండి.
శిలీంద్ర సంహారిణి నిరోధకతను పరిగణించండి.
వాతావరణం చూడండి.",https://www.goodfruit.com/wp-content/uploads/Black-rot-lesions-on-leaves-indicate-potential-for-fruit-infection-1-feat2.jpg
15,Grape : Healthy (ద్రాక్ష: ఆరోగ్యకరమైన),"నీటిని రూట్ జోన్‌కు మాత్రమే వర్తించండి.ద్రాక్ష ఆకుల తడిసిపోవడాన్ని నివారించండి, ఎందుకంటే ఇది చాలా ద్రాక్ష వ్యాధులను ప్రోత్సహిస్తుంది.శీతాకాలానికి సిద్ధం కావడానికి మొక్కను గట్టిపట్టడానికి మొక్కను ప్రోత్సహించడానికి పతనం లో యువ తీగలను నీరు త్రాగుటకు తగ్గించండి.పాత తీగలకు అరుదుగా ఇసుక లేదా ఇతర బాగా ఎండిపోయిన నేలల్లో తప్ప నీరు త్రాగుట అవసరం.","పోషకాలతో నిండి ఉంది, ముఖ్యంగా విటమిన్లు సి మరియు కె.
అధిక యాంటీఆక్సిడెంట్ విషయాలు దీర్ఘకాలిక వ్యాధులను నిరోధించవచ్చు.
మొక్కల సమ్మేళనాలు కొన్ని రకాల క్యాన్సర్ నుండి రక్షించవచ్చు.
గుండె ఆరోగ్యానికి వివిధ మార్గాల్లో ప్రయోజనకరంగా ఉంటుంది.
రక్తంలో చక్కెర స్థాయిలను తగ్గిస్తుంది మరియు డయాబెటిస్ నుండి రక్షించవచ్చు.",https://images.indianexpress.com/2021/02/grapes-1200.jpg
16,Orange : Haunglongbing | Citrus Greening (ఆరెంజ్: హాంగ్లాంగింగ్ |సిట్రస్ గ్రీనింగ్),"సిట్రస్ పచ్చదనం వ్యాధి వెక్టర్-ట్రాన్స్మిటెడ్ వ్యాధికారక వలన కలిగే సిట్రస్ యొక్క వ్యాధి.సిరలు మరియు ప్రక్కనే ఉన్న కణజాలాల పసుపు రంగు యొక్క సాధారణ లక్షణాల ద్వారా HLB వేరు చేయబడుతుంది;మొత్తం ఆకు, అకాల విక్షేపణ, కొమ్మల డైబ్యాక్, ఫీడర్ రూట్‌లెట్స్ మరియు పార్శ్వ మూలాల క్షయం మరియు శక్తి క్షీణించడం, చివరికి మొత్తం మొక్క మరణం తరువాత స్ప్లాచీ మోట్లింగ్.ప్రభావితమైన చెట్లు పెరుగుతాయి, బహుళ ఆఫ్-సీజన్ పువ్వులను కలిగి ఉంటాయి (వీటిలో ఎక్కువ భాగం పడిపోతాయి), మరియు చిన్న, సక్రమంగా ఆకారంలో ఉన్న పండ్లను మందపాటి, లేత పై తొక్కతో ఉత్పత్తి చేస్తాయి, ఇది దిగువన ఆకుపచ్చగా ఉంటుంది మరియు చాలా చేదు రుచి చూస్తుంది.సాధారణ లక్షణాలను తరచుగా పోషక లోపాలు తప్పుగా భావించవచ్చు;ఏదేమైనా, పోషక లోపాల మధ్య విశిష్టమైన అంశం సమరూపత యొక్క నమూనా.పోషక లోపాలు ఆకు సిర మార్జిన్ వెంట సుష్టంగా ఉంటాయి, అయితే HLB సిర చుట్టూ అసమాన పసుపు రంగును కలిగి ఉంటుంది.HLB యొక్క అత్యంత గుర్తించదగిన లక్షణం పండ్లను పచ్చదనం మరియు కుంగిపోవడం, ముఖ్యంగా పండిన తరువాత","సిట్రస్ గ్రీనింగ్ వ్యాధి వ్యాప్తిని నివారించడానికి ఏకైక మార్గం ACP (ఆసియా సిట్రస్ సైలిడ్) ను నియంత్రించడం.సిట్రస్ అటువంటి ప్రసిద్ధ మరియు విస్తృతంగా నాటిన తోట చెట్టు కాబట్టి, ఇంటి యజమానులు ఈ ముఖ్యమైన యుద్ధం యొక్క ముందు వరుసలో ఉన్నారు. నిమ్మ చెట్టును వేప చమురు పురుగుమందుతో, ఆకుల పైభాగం మరియు దిగువ రెండింటినీ చూడు.మీరు ముట్టడి యొక్క పరిధిని బట్టి 10-14 రోజుల్లో పునరావృతం చేయాల్సి ఉంటుంది.ద్రవ రాగి శిలీంద్ర సంహారిణితో అచ్చు పెరుగుదలను చికిత్స చేయడం ద్వారా అనుసరించండి.",https://www.universityofcalifornia.edu/sites/default/files/CitrusGreening.jpg
17,Peach : Bacterial Spot (పీచ్: బాక్టీరియల్ స్పాట్),"బాక్టీరియల్ స్పాట్ అనేది పీచ్, నెక్టరైన్లు, నేరేడు పండు మరియు పివిఎస్ వల్ల కలిగే రేగు పండ్లు.ప్రూని.ఈ వ్యాధి యొక్క లక్షణాలు పండ్ల మచ్చలు, ఆకు మచ్చలు మరియు కొమ్మ కాంకర్లు.పండ్ల లక్షణాలలో పిట్టింగ్, క్రాకింగ్, గమ్మింగ్ మరియు వాటర్‌సోకెడ్ టిష్యూ ఉన్నాయి, ఇవి ఫలాలను గోధుమ రంగు తెగులు, రైజోపస్ మరియు ఇతర ఫంగల్ ఇన్ఫెక్షన్లకు గురిచేస్తాయి.తీవ్రమైన ఆకు స్పాట్ ఇన్ఫెక్షన్లు ప్రారంభ విక్షేపణకు కారణమవుతాయి.తీవ్రమైన విక్షేపణ ఫలితంగా పండ్ల పరిమాణం తగ్గుతుంది, మరియు వడదెబ్బ మరియు పండ్ల పగుళ్లు.ప్రారంభ డీఫోలియేటెడ్ చెట్లు శక్తి మరియు శీతాకాలపు కాఠిన్యంలో తగ్గుతాయి.","బ్యాక్టీరియా స్పాట్ యొక్క పండ్ల లక్షణాలు పీచ్ స్కాబ్‌తో గందరగోళం చెందుతాయి, ఇది ఫంగస్ క్లాడోస్పోరియం కార్పోఫిలియం వల్ల వస్తుంది, అయితే గజ్జి మచ్చలు మరింత వృత్తాకారంగా ఉంటాయి, ముదురు గోధుమ/ఆకుపచ్చ రంగు, మసక రూపాన్ని కలిగి ఉంటాయి మరియు పండ్ల ఉపరితలాన్ని పిట్ చేయవద్దు, అయినప్పటికీ చర్మ పగుళ్లు సంభవించవచ్చు.స్కాబ్ ఆకు లక్షణాలను కలిగించదు కాని కొమ్మలపై మచ్చలు కలిగిస్తుంది.బాక్టీరియల్ స్పాట్ యొక్క ప్రారంభ పండ్ల మచ్చలు ఉపరితలం కావచ్చు కాని క్రేటర్లుగా అభివృద్ధి చెందుతాయి.",https://www.gardeningknowhow.com/wp-content/uploads/2016/07/bacterial-spot-peach.jpg
18,Peach : Healthy (పీచ్: ఆరోగ్యకరమైన),"పీచ్ చెట్లు 5 నుండి 8 లేదా 9 వరకు యుఎస్‌డిఎ మండలాల్లో పెరుగుతాయి, మరియు అవి మరగుజ్జు లేదా ప్రామాణిక పరిమాణాలలో లభిస్తాయి, ఇవి పెరటి తోటలకు గొప్ప ఎంపికగా మారుతాయి. చాలా ఆభరణాల మాదిరిగా, పీచు చెట్లకు సాధారణ కత్తిరింపు, ఫలదీకరణం మరియు ఆరోగ్యకరమైన మరియు ఉత్పాదకతగా ఉండటానికి స్ప్రేయింగ్ అవసరం.మీ చెట్టు చుట్టూ ఉన్న భూమిని నీరు మరియు పోషకాల కోసం పోటీపడే గడ్డి మరియు కలుపు మొక్కల నుండి స్పష్టంగా ఉంచండి మరియు మల్చ్ ఉదారంగా ఉంచండి.","పోషకాలు మరియు యాంటీఆక్సిడెంట్లతో నిండి ఉంది.
జీర్ణక్రియకు సహాయపడవచ్చు.
గుండె ఆరోగ్యాన్ని మెరుగుపరుస్తుంది.
మీ చర్మాన్ని రక్షించవచ్చు.
కొన్ని రకాల క్యాన్సర్లను నిరోధించవచ్చు.
అలెర్జీ లక్షణాలను తగ్గించవచ్చు.
విస్తృతంగా అందుబాటులో ఉంది మరియు మీ డైట్‌కు సులభంగా జోడించడం.",https://www.tasteofhome.com/wp-content/uploads/2019/06/peaches-shutterstock_297863489-1.jpg
19,Pepper bell : Bacterial Spot (పెప్పర్ బెల్: బాక్టీరియల్ స్పాట్),"పాత ఆకుల దిగువ ఉపరితలంపై చిన్న, మొటిమలు మరియు ఎగువ ఆకు ఉపరితలంపై చిన్న నీరు-నానబెట్టిన మచ్చలు బ్యాక్టీరియా ప్రదేశం యొక్క లక్షణం.మేరీల్యాండ్‌లో ఇది ఒక ముఖ్యమైన మిరియాలు వ్యాధి.ఇది అప్పుడప్పుడు టమోటాలపై కూడా దాడి చేస్తుంది.చివరికి, మచ్చలు ముదురు సరిహద్దులతో బూడిద రంగు నుండి టాన్ సెంటర్లకు అభివృద్ధి చెందుతాయి.వెచ్చని, తేమతో కూడిన వాతావరణంలో గాయాలు విస్తరిస్తాయి.అప్పుడు ఆకులు పసుపు, తరువాత గోధుమ రంగు మరియు వదలవచ్చు.కాండం మీద గాయాలు కూడా అభివృద్ధి చెందుతాయి.పండ్లు తినడం నాణ్యతను ప్రభావితం చేయని చిన్న, పెరిగిన కఠినమైన మచ్చలను అభివృద్ధి చేస్తాయి.తీవ్రంగా సోకిన ఆకులు పడిపోతాయి, ఫలితంగా మిరియాలు సన్‌స్కాల్డ్ వస్తుంది.వర్షాన్ని స్ప్లాష్ చేయడం ద్వారా మరియు తడి, సోకిన మొక్కలతో పనిచేయడం ద్వారా బాక్టీరియల్ లీఫ్ స్పాట్ వ్యాపిస్తుంది.ఈ వ్యాధి తడి వాతావరణంలో మొక్కలను విడదీస్తుంది.వేడి, పొడి వాతావరణం ఈ వ్యాధి యొక్క వ్యాప్తిని తగ్గిస్తుంది.ఈ వ్యాధి విత్తనం లేదా మార్పిడిపై రావచ్చు మరియు పంట అవశేషాలు మరియు మట్టిలో అతిగా ఉంటుంది.","నిరోధక రకాలను ఎంచుకోండి
వ్యాధి లేని విత్తనం మరియు మార్పిడి.
విత్తనాలను 10% క్లోరిన్ బ్లీచ్ ద్రావణంలో 2 నిమిషాలు నానబెట్టడం ద్వారా చికిత్స చేయండి (1 భాగం బ్లీచ్; 9 భాగాలు నీరు).విత్తనాలను పూర్తిగా కడిగి, నాటడానికి ముందు వాటిని ఆరబెట్టండి.
మల్చ్ గడ్డి లేదా గడ్డి క్లిప్పింగ్‌లతో కప్పబడిన వార్తాపత్రిక వంటి మందపాటి సేంద్రీయ పదార్థంతో లోతుగా మొక్కలు వేస్తాడు.
ఓవర్ హెడ్ నీరు త్రాగుట మానుకోండి.
సీజన్ చివరిలో చెడుగా సోకిన మొక్కల భాగాలను మరియు అన్ని శిధిలాలను తొలగించి విస్మరించండి.
సంక్రమణ వ్యాప్తిని మందగించడానికి ప్రతి 10-14 రోజులకు స్థిర రాగి (సేంద్రీయ శిలీంద్ర సంహారిణి) తో పిచికారీ చేయండి.
అంటువ్యాధులు తీవ్రంగా ఉంటే మిరియాలు వేరే ప్రదేశానికి తిప్పండి మరియు నాటడానికి ముందు మట్టిని నల్ల ప్లాస్టిక్ మల్చ్ లేదా బ్లాక్ ల్యాండ్‌స్కేప్ ఫాబ్రిక్‌తో కప్పండి.",https://extension.umd.edu/sites/default/files/_images/programs/grow_it_eat_it/diseases/BacterialLeafSpot/bacterial_leaf_spot_pepper_plant_l.jpg
20,Pepper bell : Healthy (పెప్పర్ బెల్: ఆరోగ్యకరమైనది),"బెల్ పెప్పర్లను బాగా నీరు త్రాగకుండా ఉంచండి, కానీ ఎప్పుడూ మట్టిని పొగమంచును వదిలివేయవద్దు.6 అంగుళాల లోతులో తేమగా ఉన్న నీటికి నీరు, ఆపై కొద్దిగా ఆరిపోనివ్వండి.పండ్ల సమితి సమయంలో నీరు త్రాగుట చాలా ముఖ్యం, చిన్న మిరియాలు వికసిస్తుంది, మరియు గంటలు పరిపక్వం చెందుతున్నప్పుడు.స్థిరమైన తేమ మిరియాలు గట్టిగా మరియు ఆరోగ్యంగా ఉండటానికి సహాయపడుతుంది.","ఎరుపు, నారింజ మరియు పసుపు బెల్ మిరియాలు గొప్ప ఆరోగ్య ప్రయోజనాలతో నిండి ఉన్నాయి -అవి విటమిన్లతో నిండి ఉన్నాయి మరియు తక్కువ కేలరీలు!అవి విటమిన్ ఎ, విటమిన్ సి మరియు పొటాషియం యొక్క అద్భుతమైన మూలం.బెల్ పెప్పర్స్ ఫైబర్, ఫోలేట్ మరియు ఇనుము యొక్క ఆరోగ్యకరమైన మోతాదును కూడా కలిగి ఉంటుంది.",https://www.healthbenefitstimes.com/9/gallery/bell-peppers/Bell-pepper-leaves.jpg
21,Potato : Early Blight (బంగాళాదుంప: ప్రారంభ ముడత),"చాలా ఉత్పత్తి ప్రాంతాలలో, ప్రారంభ ముడత ఏటా కొంతవరకు జరుగుతుంది.ప్రారంభ ముడత యొక్క తీవ్రత వర్షం, మంచు లేదా నీటిపారుదల నుండి ఆకుల తడి యొక్క ఫ్రీక్వెన్సీపై ఆధారపడి ఉంటుంది;ఆకుల పోషక స్థితి;మరియు సాగు సస్సెప్టబిలిటీ. ప్రారంభ ముడత యొక్క మొదటి లక్షణాలు పాత (దిగువ) ఆకులపై చిన్న, వృత్తాకార లేదా క్రమరహిత, ముదురు-గోధుమ రంగు నుండి నల్ల మచ్చలుగా కనిపిస్తాయి.ఈ మచ్చలు 3/8 అంగుళాల వ్యాసం వరకు విస్తరిస్తాయి మరియు క్రమంగా కోణీయ ఆకారంలో మారవచ్చు. యువ, పూర్తిగా విస్తరించిన ఆకులు గోధుమ రంగు స్పాట్ గాయాలతో గందరగోళంగా ఉండవచ్చు.ఈ మొదటి గాయాలు సంక్రమణ తర్వాత రెండు నుండి మూడు రోజుల తరువాత కనిపిస్తాయి, ఈ గాయాల ఉపరితలంపై మరింత స్పోర్యులేషన్ మూడు నుండి ఐదు రోజుల తరువాత సంభవిస్తుంది.",ప్రారంభ ముడత చికిత్సకు వ్యాధికి నిరోధక బంగాళాదుంప రకాలను నాటడం ద్వారా నివారణ ఉంటుంది;ఆలస్యంగా పరిపక్వత ప్రారంభ పరిపక్వ రకాలు కంటే ఎక్కువ నిరోధకతను కలిగి ఉంటుంది.ఓవర్ హెడ్ నీటిపారుదలని నివారించండి మరియు ఆకులు వీలైనంత త్వరగా ఆరబెట్టడానికి మొక్కల మధ్య తగినంత వాయువును అనుమతించండి.,https://www.ag.ndsu.edu/publications/crops/early-blight-in-potato/figure-1-opt.jpeg/@@images/468990cc-77a9-4e29-8779-0eb3e94e0407.jpeg
22,Potato : Late Blight (బంగాళాదుంప: చివరి ముడత),"ప్రాధమిక హోస్ట్ బంగాళాదుంప, కానీ పి. ఇన్ఫెస్టన్లు టమోటాలు, పెటునియాస్ మరియు వెంట్రుకల నైట్ షేడ్ సహా ఇతర సోలనేసియస్ మొక్కలను కూడా సోకిన బంగాళాదుంపకు ఐనోక్యులమ్ యొక్క మూలంగా పనిచేస్తాయి. పొలంలో చివరి ముడత యొక్క మొదటి లక్షణాలు చిన్నవి, ముదురు ఆకుపచ్చ నుండి వృత్తాకార నుండి క్రమరహితంగా ఆకారంలో ఉన్న నీటి-నానబెట్టిన మచ్చలు.ఈ గాయాలు సాధారణంగా దిగువ ఆకులపై మొదట కనిపిస్తాయి.గాయాలు తరచుగా ఆకు చిట్కాలు లేదా అంచుల దగ్గర అభివృద్ధి చెందుతాయి, ఇక్కడ మంచు పొడవైనది. చల్లని, తేమతో కూడిన వాతావరణం, ఈ గాయాలు వేగంగా పెద్ద, ముదురు గోధుమ లేదా నల్ల గాయాలుగా విస్తరిస్తాయి, తరచుగా జిడ్డుగా కనిపిస్తాయి.ఆకు గాయాలు కూడా తరచుగా పసుపు క్లోరోటిక్ హాలో ఉంటాయి","తీవ్రమైన ఆలస్యమైన ముడతను 0.25% వద్ద మాంకోజెబ్ యొక్క రోగనిరోధక స్ప్రేతో సమర్థవంతంగా నిర్వహించవచ్చు, తరువాత సిమోక్సానిల్+మాన్‌కోజెబ్ లేదా డైమెథోర్ఫ్+మాన్‌కోజెబ్ 0.3% వద్ద వ్యాధి ప్రారంభంలో మరియు వెస్ట్ బెంగాల్‌లో దరఖాస్తు చేసిన ఏడు రోజుల తరువాత 0.25% వద్ద మంకోజెబ్ యొక్క మరో స్ప్రే వద్ద ఉంది.",https://www.ag.ndsu.edu/publications/crops/late-blight-in-potato/figure-2-opt.jpeg/@@images/dfe1e0b4-08d4-404a-8e66-474de72b1e91.jpeg
